date,EUR,USD,PLN,TRY
2019-04-25,2566.4830,2289.5592,597.5513,387.3644
2019-04-26,2549.3545,2289.5990,594.5600,384.8547
2019-04-27,2549.3545,2289.5990,594.5600,384.8547
2019-04-28,2549.3545,2289.5990,594.5600,384.8547
2019-04-29,2549.3545,2289.5990,593.6463,385.0582
2019-04-30,2549.3545,2289.5293,594.6987,380.9954
2019-05-01,2554.0861,2289.3900,595.8025,381.7025
2019-05-02,2569.4974,2289.3900,600.3499,384.2411
2019-05-03,2564.1514,2289.4199,598.3598,384.7535
2019-05-04,2553.9389,2289.4995,595.9767,383.2211
2019-05-05,2553.9389,2289.4995,595.9767,383.2211
2019-05-06,2553.9389,2289.4995,596.2689,378.7597
2019-05-07,2553.9389,2289.4597,595.8515,371.4766
2019-05-08,2560.6467,2289.4597,596.7204,369.6510
2019-05-09,2562.8000,2288.0367,596.9162,367.5583
2019-05-10,2561.2227,2287.9074,596.1878,372.0706
2019-05-11,2571.9274,2287.5790,598.6796,373.6257
2019-05-12,2571.9274,2287.5790,598.6796,373.6257
2019-05-13,2571.9274,2287.5790,597.4557,374.4744
2019-05-14,2576.0515,2287.7880,598.2331,380.3301
2019-05-15,2576.0515,2287.7880,597.7750,380.0607
2019-05-16,2563.6102,2288.0168,596.7157,379.8898
2019-05-17,2563.4987,2287.9173,595.7330,378.8851
2019-05-18,2552.9125,2284.8924,593.2729,377.3205
2019-05-19,2552.9125,2284.8924,593.2729,377.3205
2019-05-20,2552.9125,2284.8924,594.1427,379.2487
2019-05-21,2552.9125,2284.8924,592.8733,378.2933
2019-05-22,2552.9076,2287.8576,593.1752,374.8213
2019-05-23,2552.9076,2287.8576,592.8171,373.7348
2019-05-24,2544.0374,2288.3153,591.9946,374.1892
2019-05-25,2544.0374,2288.3153,591.9946,374.1892
2019-05-26,2560.8749,2287.3103,595.9126,376.6657
2019-05-27,2560.8749,2287.3103,596.4539,378.4358
2019-05-28,2562.0845,2288.4945,596.5134,379.3995
2019-05-29,2561.3780,2288.4945,595.6970,381.4981
2019-05-30,2550.3116,2288.5044,594.6584,388.8263
2019-05-31,2548.1923,2288.5044,594.7745,390.4079
2019-06-01,2548.1923,2288.5542,594.7745,390.4079
2019-06-02,2553.2704,2288.5940,595.9598,391.1859
2019-06-03,2553.2704,2288.5940,596.0989,387.9466
2019-06-04,2561.9621,2288.7930,598.5613,392.3673
2019-06-05,2570.7601,2288.8825,600.9538,399.5338
2019-06-06,2570.7601,2288.8825,600.8133,395.4164
2019-06-07,2570.7601,2288.8825,601.8542,390.3252
2019-06-08,2570.7601,2288.8825,601.8542,390.3252
2019-06-09,2589.9224,2288.0168,606.3404,393.2347
2019-06-10,2589.9224,2288.0168,607.4069,395.3416
2019-06-11,2589.9224,2288.0168,606.8519,393.8926
2019-06-12,2590.8998,2289.0815,608.0782,395.2555
2019-06-13,2590.8998,2289.0815,608.5639,390.5310
2019-06-14,2582.4438,2289.4995,607.1481,388.7642
2019-06-15,2572.5142,2289.6288,604.8136,387.2694
2019-06-16,2572.5142,2289.6288,604.8136,387.2694
2019-06-17,2572.5142,2289.6288,603.8057,390.0704
2019-06-18,2572.5142,2289.6288,603.9900,393.8325
2019-06-19,2573.0018,2289.3502,603.0002,392.1183
2019-06-20,2565.6042,2289.4895,602.8772,392.9491
2019-06-21,2565.6042,2289.4895,602.4808,389.8739
2019-06-22,2592.0810,2289.5194,608.6983,393.8974
2019-06-23,2592.0810,2289.5194,608.6983,393.8974
2019-06-24,2592.0810,2289.5194,609.2563,392.4422
2019-06-25,2592.0810,2289.5194,608.9987,394.4848
2019-06-26,2609.1860,2289.3601,612.0970,398.3490
2019-06-27,2609.1860,2289.3601,613.7095,397.9055
2019-06-28,2600.6221,2289.5094,611.9687,396.1042
2019-06-29,2602.4876,2289.5592,612.4077,396.3883
2019-06-30,2605.5206,2289.5592,613.1214,396.8503
2019-07-01,2605.5206,2289.5592,614.1185,405.3897
2019-07-02,2599.7956,2289.5592,612.7402,406.9111
2019-07-03,2599.7956,2289.5592,612.7547,408.2465
2019-07-04,2586.5283,2288.9621,609.4697,409.0213
2019-07-05,2583.3586,2288.9124,608.5794,409.1801
2019-07-06,2572.7622,2288.9124,606.0831,407.5017
2019-07-07,2572.7622,2288.9323,606.0831,407.5017
2019-07-08,2572.7622,2288.9323,604.9288,400.0936
2019-07-09,2568.2256,2289.0716,602.4456,402.2721
2019-07-10,2568.2256,2289.0716,600.9232,398.8052
2019-07-11,2576.0185,2289.0815,603.5516,403.0256
2019-07-12,2580.8295,2288.9820,604.7638,401.1798
2019-07-13,2580.8295,2288.9820,604.7638,401.1798
2019-07-14,2574.1691,2288.9621,603.2031,400.1444
2019-07-15,2574.1691,2288.9621,603.9531,400.5990
2019-07-16,2578.8703,2289.0716,606.0088,402.9359
2019-07-17,2567.9386,2289.1213,602.2229,402.5171
2019-07-18,2567.9386,2289.1213,602.8591,402.1704
2019-07-19,2568.3071,2289.0417,603.2997,405.3771
2019-07-20,2568.3071,2289.0417,603.2997,405.3771
2019-07-21,2568.5025,2289.0119,603.3456,405.4079
2019-07-22,2568.5025,2289.0119,604.6381,403.0794
2019-07-23,2567.1737,2289.0517,604.0835,404.0630
2019-07-24,2567.1737,2289.0517,603.3736,402.2522
2019-07-25,2551.7746,2289.2009,600.8134,404.9729
2019-07-26,2544.9621,2288.9422,596.4289,406.4591
2019-07-27,2550.2669,2288.9422,597.6721,407.3063
2019-07-28,2550.2669,2289.0815,597.6721,407.3063
2019-07-29,2550.2669,2289.0815,595.7732,407.6514
2019-07-30,2545.4499,2289.0716,593.1790,410.5233
2019-07-31,2545.4499,2289.1711,593.1790,413.1553
2019-08-01,2552.8526,2289.1412,593.9767,414.9900
2019-08-02,2527.1044,2289.0417,587.5074,406.1498
2019-08-03,2527.1044,2289.0417,587.5074,406.1498
2019-08-04,2541.4400,2289.1711,590.8402,408.4537
2019-08-05,2541.4400,2289.1711,589.0872,409.9758
2019-08-06,2558.3369,2289.0318,593.3201,413.2615
2019-08-07,2560.1904,2289.0517,592.9936,415.5209
2019-08-08,2560.1904,2289.0517,592.2665,417.1933
2019-08-09,2563.5917,2289.0218,593.5477,417.1698
2019-08-10,2563.5917,2289.0218,593.5477,417.1698
2019-08-11,2563.7847,2289.0915,593.5923,417.2012
2019-08-12,2563.7847,2289.0915,592.4401,412.4426
2019-08-13,2563.7847,2289.0915,591.1152,406.0412
2019-08-14,2563.7847,2289.0915,586.4100,409.4456
2019-08-15,2567.1291,2289.0119,585.0606,411.9534
2019-08-16,2549.5037,2289.0119,587.7005,414.2638
2019-08-17,2534.6337,2288.8129,584.2728,411.8476
2019-08-18,2534.6337,2288.8129,584.2728,411.8476
2019-08-19,2534.6337,2288.8129,579.9812,407.6219
2019-08-20,2534.6337,2288.8129,581.9787,400.2390
2019-08-21,2540.9052,2288.7930,583.7270,400.3821
2019-08-22,2540.9049,2289.1014,582.2022,397.7933
2019-08-23,2540.9049,2289.1014,583.4454,398.1673
2019-08-24,2536.9634,2289.1611,582.5404,397.5497
2019-08-25,2533.0938,2289.1810,581.6518,396.9433
2019-08-26,2533.0938,2289.1810,580.6918,391.8650
2019-08-27,2543.2161,2289.1810,582.0249,393.0782
2019-08-28,2543.2161,2289.1213,579.6636,395.8313
2019-08-29,2542.7835,2289.3502,580.4249,393.6563
2019-08-30,2537.3884,2289.4000,579.1537,393.8943
2019-08-31,2526.7691,2289.3601,576.7299,392.2458
2019-09-01,2526.7691,2289.3601,576.7299,392.2458
2019-09-02,2526.7691,2289.3601,578.3271,396.2813
2019-09-03,2526.7691,2289.3601,578.6980,401.4759
2019-09-04,2504.4970,2289.3402,577.1395,400.8350
2019-09-05,2504.4970,2289.3203,577.0863,398.5831
2019-09-06,2531.4986,2289.3203,583.3753,402.6240
2019-09-07,2531.4986,2289.1114,583.3753,402.6240
2019-09-08,2527.4102,2289.1114,582.4331,401.9738
2019-09-09,2527.4102,2289.1114,583.2261,400.0586
2019-09-10,2525.8407,2289.1412,582.8101,396.2973
2019-09-11,2526.3974,2289.2308,582.9924,398.8944
2019-09-12,2526.3974,2289.2308,583.4097,406.9911
2019-09-13,2508.1816,2289.3203,579.9532,398.8077
2019-09-14,2536.7151,2289.3502,586.5508,403.3446
2019-09-15,2536.7151,2289.3502,586.5508,403.3446
2019-09-16,2536.7151,2289.3502,586.6458,402.3913
2019-09-17,2536.7151,2289.3502,584.2812,402.2382
2019-09-18,2523.4928,2289.4000,581.8522,402.7086
2019-09-19,2525.1272,2289.4298,582.0143,400.6676
2019-09-20,2531.5018,2289.4995,580.9528,402.5029
2019-09-21,2523.5915,2289.4895,579.1375,401.2452
2019-09-22,2523.5915,2289.4895,579.1375,401.2452
2019-09-23,2523.5915,2289.4895,575.8995,401.6603
2019-09-24,2516.1392,2289.4796,574.2906,402.2412
2019-09-25,2519.7201,2289.4796,573.7721,402.5241
2019-09-26,2515.1917,2289.5094,573.3153,406.3380
2019-09-27,2515.1917,2289.4298,573.3938,406.3643
2019-09-28,2505.8982,2289.4298,571.2751,404.8628
2019-09-29,2504.6265,2289.4199,570.9852,404.6573
2019-09-30,2504.6265,2289.4199,572.0676,407.3159
2019-10-01,2495.2084,2289.3900,570.0207,402.5893
2019-10-02,2495.2084,2289.3900,571.0120,398.6274
2019-10-03,2502.3748,2289.3502,576.5841,400.7134
2019-10-04,2502.3748,2289.3303,578.6507,400.3479
2019-10-05,2509.8605,2289.3303,580.3817,401.5456
2019-10-06,2509.8605,2289.3900,580.3817,401.5456
2019-10-07,2509.8605,2289.3900,579.4170,397.7592
2019-10-08,2509.8605,2289.3900,579.2966,391.4318
2019-10-09,2515.8612,2289.3303,581.8904,392.7780
2019-10-10,2512.1172,2289.3601,581.7375,386.8605
2019-10-11,2512.1172,2289.3601,583.4399,388.1936
2019-10-12,2528.9862,2289.4000,587.3577,390.8003
2019-10-13,2528.9862,2289.4000,587.3577,390.8003
2019-10-14,2528.9862,2289.4000,589.0816,386.5533
2019-10-15,2528.9862,2289.4000,588.7388,391.0118
2019-10-16,2528.9862,2289.4000,588.7525,388.6204
2019-10-17,2519.9218,2289.3800,588.0112,384.5448
2019-10-18,2545.1725,2289.4398,594.0696,394.9249
2019-10-19,2551.8994,2289.5194,595.6398,395.9687
2019-10-20,2551.8994,2289.5194,595.6398,395.9687
2019-10-21,2551.8994,2289.5194,596.4054,392.3162
2019-10-22,2551.8994,2289.5194,596.5448,393.2230
2019-10-23,2555.3793,2289.5592,597.2466,397.3039
2019-10-24,2545.4346,2289.4696,595.1449,396.1704
2019-10-25,2552.5541,2289.4696,596.7118,398.7618
2019-10-26,2541.1974,2289.4696,594.0569,396.9877
2019-10-27,2541.1974,2289.4696,594.0569,396.9877
2019-10-28,2541.1974,2289.4696,594.9192,400.3210
2019-10-29,2541.1974,2289.5094,595.2258,399.5845
2019-10-30,2538.0362,2289.5094,595.3778,398.9682
2019-10-31,2538.0007,2288.7930,596.0407,398.3239
2019-11-01,2542.7351,2288.7930,597.7983,398.7916
2019-11-02,2551.8803,2289.0915,599.9483,400.2259
2019-11-03,2551.8803,2289.0915,599.9483,400.2259
2019-11-04,2551.8803,2289.0915,599.2017,401.9785
2019-11-05,2551.8803,2289.0915,598.4289,399.9374
2019-11-06,2542.7914,2289.0318,595.5991,398.5379
2019-11-07,2538.5413,2289.1512,595.1613,399.0601
2019-11-08,2538.5413,2289.2407,595.7619,399.6885
2019-11-09,2524.5550,2289.2208,592.4795,397.4863
2019-11-10,2524.5550,2289.2208,592.4795,397.4863
2019-11-11,2524.5550,2289.2208,590.7188,396.1826
2019-11-12,2526.3222,2289.3701,590.9940,397.2829
2019-11-13,2522.4839,2289.4199,588.3482,398.3960
2019-11-14,2519.5449,2289.3502,586.9508,397.6492
2019-11-15,2517.7791,2289.4099,588.4724,396.9194
2019-11-16,2526.9038,2289.3800,590.6051,398.3579
2019-11-17,2526.9038,2289.3800,590.6051,398.3579
2019-11-18,2526.9038,2289.3800,588.8160,399.0940
2019-11-19,2526.9038,2289.3800,589.3378,399.1319
2019-11-20,2536.0687,2289.4895,590.7176,402.5314
2019-11-21,2536.0687,2289.4895,590.1952,401.9317
2019-11-22,2531.7005,2289.3701,589.0826,401.0996
2019-11-23,2531.0969,2289.3402,588.9422,401.0040
2019-11-24,2531.0969,2289.3402,588.9422,401.0040
2019-11-25,2531.0969,2289.3402,589.1067,400.5154
2019-11-26,2531.0969,2289.3104,588.4219,400.1418
2019-11-27,2519.9590,2289.3104,584.5552,397.2067
2019-11-28,2522.0167,2288.9323,583.6380,397.3119
2019-11-29,2518.1772,2288.3153,583.1139,398.4584
2019-11-30,2518.1772,2288.3153,583.1139,398.4584
2019-12-01,2514.7089,2288.8029,582.3107,397.9096
2019-12-02,2514.7089,2288.8029,584.8024,396.4167
2019-12-03,2521.9285,2288.8029,588.6168,397.1041
2019-12-04,2521.9285,2287.8775,589.3458,396.4798
2019-12-05,2538.3463,2288.7930,593.7236,397.5795
2019-12-06,2538.3463,2289.0318,593.4598,397.2808
2019-12-07,2539.5947,2288.9522,593.7517,397.4762
2019-12-08,2539.5947,2288.9522,593.7517,397.4762
2019-12-09,2539.5947,2288.9522,592.8507,395.1447
2019-12-10,2539.5947,2288.9522,591.9387,394.9603
2019-12-11,2534.7057,2288.4646,591.2677,393.8998
2019-12-12,2535.4636,2288.9422,591.9002,393.7667
2019-12-13,2535.4636,2288.9422,593.4241,391.1425
2019-12-14,2547.9993,2288.7930,596.3580,393.0763
2019-12-15,2557.5708,2289.0616,598.5982,394.5529
2019-12-16,2557.5708,2289.0616,599.5665,392.3256
2019-12-17,2551.4920,2289.0616,599.0121,388.8166
2019-12-18,2556.7083,2288.4945,598.6766,388.9595
2019-12-19,2556.7083,2288.4945,599.9269,387.2510
2019-12-20,2544.3670,2288.6139,597.3674,386.8348
2019-12-21,2540.7109,2288.5144,596.5090,386.2789
2019-12-22,2540.7109,2288.5144,596.5090,386.2789
2019-12-23,2540.7109,2288.5144,596.2850,385.9269
2019-12-24,2534.7828,2288.5343,595.0474,384.0929
2019-12-25,2534.7828,2288.5542,595.0474,384.0929
2019-12-26,2535.7203,2288.5542,595.2675,384.2350
2019-12-27,2535.7203,2288.5542,594.2491,381.6040
2019-12-28,2552.1219,2288.5542,598.0928,384.0723
2019-12-29,2552.1219,2288.3850,598.0928,384.0723
2019-12-30,2552.1219,2288.3850,599.5541,383.3915
2019-12-31,2552.1219,2288.3850,599.5400,381.8084
2020-01-01,2559.9641,2288.5840,601.3823,382.9816
2020-01-02,2570.0821,2288.5840,604.0998,385.3254
2020-01-03,2561.3187,2288.5840,602.7625,384.6575
2020-01-04,2561.3187,2288.5243,602.7625,384.6575
2020-01-05,2547.0702,2288.5741,599.4094,382.5176
2020-01-06,2547.0702,2288.5741,600.5117,380.7280
2020-01-07,2562.6537,2288.5741,603.5880,383.8607
2020-01-08,2558.5020,2288.5641,603.0078,386.7260
2020-01-09,2547.2184,2288.6039,600.4475,389.8943
2020-01-10,2547.2184,2288.6039,599.8819,390.6897
2020-01-11,2539.8728,2288.5840,598.1519,389.5630
2020-01-12,2539.8728,2288.5840,598.1519,389.5630
2020-01-13,2539.8728,2288.5840,599.7622,389.4376
2020-01-14,2545.7899,2288.5542,602.9963,388.9790
2020-01-15,2545.7899,2288.5542,602.3400,388.1961
2020-01-16,2545.3753,2288.5940,601.4023,389.4214
2020-01-17,2553.5932,2288.5741,602.7317,390.9179
2020-01-18,2542.3571,2288.5542,600.0796,389.1978
2020-01-19,2542.3571,2288.5542,600.0796,389.1978
2020-01-20,2542.3571,2288.5542,599.1462,387.5308
2020-01-21,2542.3571,2288.5542,599.0756,385.5678
2020-01-22,2540.7806,2288.4746,599.5518,386.8836
2020-01-23,2540.7806,2288.5044,598.6900,386.3071
2020-01-24,2536.6933,2288.5044,595.9575,387.0510
2020-01-25,2538.1825,2288.5044,596.3074,387.2782
2020-01-26,2525.5957,2288.5044,593.3503,385.3577
2020-01-27,2525.5957,2288.5044,591.2667,385.1990
2020-01-28,2525.5957,2288.5044,591.0453,385.7344
2020-01-29,2522.3918,2288.5442,588.8348,384.7514
2020-01-30,2516.9749,2288.5741,587.0769,381.5333
2020-01-31,2516.9749,2288.5741,585.2205,380.6850
2020-02-01,2529.3753,2289.4398,588.1037,382.5605
2020-02-02,2529.3753,2289.4398,588.1037,382.5605
2020-02-03,2529.3753,2289.4398,588.6649,381.9597
2020-02-04,2533.2674,2289.4398,592.5356,383.4043
2020-02-05,2533.2674,2289.4696,596.1892,383.9738
2020-02-06,2528.7215,2289.5094,595.6801,383.8026
2020-02-07,2518.3246,2289.4895,590.4214,383.3767
2020-02-08,2518.3246,2289.4895,590.4214,383.3767
2020-02-09,2511.2490,2289.5094,588.7626,382.2995
2020-02-10,2511.2490,2289.5094,588.7212,381.0870
2020-02-11,2511.2490,2289.5094,589.9244,381.7938
2020-02-12,2507.2876,2289.5492,589.2014,380.3358
2020-02-13,2498.1174,2289.5393,587.6126,379.4052
2020-02-14,2498.1174,2289.5393,587.9307,380.0285
2020-02-15,2482.3531,2289.5691,584.2205,377.6303
2020-02-16,2482.3531,2289.5691,584.2205,377.6303
2020-02-17,2482.3531,2289.5691,582.4385,378.7423
2020-02-18,2482.3531,2289.5691,580.7217,378.1596
2020-02-19,2476.6184,2289.5592,579.8414,377.4988
2020-02-20,2476.6184,2289.5592,578.3114,376.3515
2020-02-21,2470.3538,2289.5890,576.7139,373.5546
2020-02-22,2470.3538,2289.5691,576.7139,373.5546
2020-02-23,2473.8817,2289.5691,577.5375,374.0881
2020-02-24,2473.8817,2289.5691,575.4685,371.4593
2020-02-25,2477.0548,2289.5393,575.8985,371.4394
2020-02-26,2477.0548,2289.5393,574.8027,369.8145
2020-02-27,2481.1221,2289.4895,575.3460,367.3668
2020-02-28,2513.8543,2289.4298,581.1171,367.8022
2020-02-29,2513.8543,2289.3800,581.1171,367.8022
2020-03-01,2518.0695,2289.3601,582.0915,368.4189
2020-03-02,2518.0695,2289.3601,581.8628,363.6044
2020-03-03,2518.0695,2289.3303,583.3456,366.9265
2020-03-04,2544.1339,2289.3303,592.0997,375.0861
2020-03-05,2547.0890,2289.3104,591.9471,374.3627
2020-03-06,2549.7322,2289.3203,592.3824,368.4105
2020-03-07,2561.9573,2289.3004,595.2226,370.1769
2020-03-08,2589.7492,2289.2805,601.6796,374.1925
2020-03-09,2589.7492,2289.2805,600.4241,369.9536
2020-03-10,2589.7492,2289.2805,598.6475,370.5783
2020-03-11,2614.3368,2289.2606,605.4509,372.2218
2020-03-12,2597.3184,2289.1910,595.7289,369.1418
2020-03-13,2577.0237,2289.1611,591.4675,368.9368
2020-03-14,2577.0237,2289.1611,591.4675,368.9368
2020-03-15,2544.2091,2289.1910,583.9360,364.2390
2020-03-16,2544.2091,2289.1910,577.3109,355.4953
2020-03-17,2544.2091,2289.1910,570.0926,356.9016
2020-03-18,2556.7886,2289.2109,568.0490,362.7114
2020-03-19,2510.6126,2289.2109,550.5246,355.4850
2020-03-20,2510.6126,2289.3104,554.0357,359.6557
2020-03-21,2460.8948,2289.3104,543.0641,352.5334
2020-03-22,2460.8948,2289.3104,543.0641,352.5334
2020-03-23,2460.8948,2289.3104,534.3266,346.5268
2020-03-24,2460.8948,2289.3104,533.2845,351.0048
2020-03-25,2470.2810,2289.3104,539.1625,354.5586
2020-03-26,2476.5783,2289.4597,541.3523,351.7517
2020-03-27,2473.7634,2289.4597,546.0123,348.7366
2020-03-28,2515.5956,2289.6089,555.2456,354.6339
2020-03-29,2514.1786,2289.7781,554.9328,354.4341
2020-03-30,2514.1786,2289.7781,552.4574,346.9029
2020-03-31,2526.4450,2289.8975,555.1894,350.5884
2020-04-01,2507.7659,2289.8975,547.3679,343.8829
2020-04-02,2503.3165,2289.9870,547.8076,344.5010
2020-04-03,2490.6445,2290.2457,544.2247,344.5065
2020-04-04,2490.6445,2290.3552,544.2247,344.5065
2020-04-05,2469.5772,2290.3552,539.6214,341.5925
2020-04-06,2469.5772,2290.3552,541.0637,337.6692
2020-04-07,2469.5772,2290.3552,544.4874,335.7137
2020-04-08,2468.5578,2290.3651,543.2326,334.5020
2020-04-09,2490.1197,2290.3950,546.2466,340.0270
2020-04-10,2504.6849,2290.3950,549.4417,342.0159
2020-04-11,2504.6849,2290.4149,549.4417,342.0159
2020-04-12,2504.6849,2290.4149,549.4417,342.0159
2020-04-13,2504.6849,2290.4149,549.4417,342.0159
2020-04-14,2504.6849,2290.4149,550.8071,336.3257
2020-04-15,2504.6849,2290.4746,551.9237,333.5444
2020-04-16,2513.4529,2290.5045,554.9931,332.8812
2020-04-17,2493.5309,2290.5841,551.8493,332.5550
2020-04-18,2493.5309,2290.6637,551.8493,332.5550
2020-04-19,2488.5793,2290.6637,550.7534,331.8947
2020-04-20,2488.5793,2290.6637,549.6950,330.8401
2020-04-21,2488.7245,2290.6637,549.4965,328.9440
2020-04-22,2488.7245,2290.7731,548.7937,327.4293
2020-04-23,2487.8467,2290.7731,548.2374,332.6532
2020-04-24,2471.0448,2290.8328,545.6772,327.8770
2020-04-25,2475.4911,2291.2706,546.6591,328.4669
2020-04-26,2475.4911,2291.2706,546.6591,328.4669
2020-04-27,2475.4911,2291.2706,546.6229,326.6897
2020-04-28,2487.1334,2291.2706,547.0074,326.7600
2020-04-29,2487.1334,2291.2607,547.3204,328.2608
2020-04-30,2484.7810,2291.2607,548.0812,327.0352
2020-05-01,2488.9269,2291.3005,548.9957,327.5809
2020-05-02,2488.9269,2291.3005,548.9957,327.5809
2020-05-03,2488.9269,2291.3005,548.9957,327.5809
2020-05-04,2488.9269,2291.3005,545.0046,323.5230
2020-05-05,2506.4777,2291.3204,553.1110,326.0841
2020-05-06,2506.4777,2291.3502,552.1606,324.7658
2020-05-07,2486.1173,2291.3502,546.7960,319.5852
2020-05-08,2473.5674,2291.4000,543.8563,320.1946
2020-05-09,2482.9849,2291.4199,545.9269,321.4137
2020-05-10,2482.9849,2291.4199,545.9269,321.4137
2020-05-11,2482.9849,2291.4199,544.6217,324.1664
2020-05-12,2482.9849,2291.4199,546.3233,326.7988
2020-05-13,2484.1737,2291.4299,544.3452,327.4639
2020-05-14,2484.1737,2291.4796,543.9876,330.5225
2020-05-15,2492.1004,2291.5294,545.9147,333.6636
2020-05-16,2472.3333,2291.5294,541.5845,331.0171
2020-05-17,2474.5634,2291.5791,542.0730,331.3156
2020-05-18,2474.5600,2291.5800,542.7143,333.1574
2020-05-19,2474.5634,2291.6090,543.7406,332.3882
2020-05-20,2510.7436,2291.6587,552.5282,337.3794
2020-05-21,2510.7436,2291.6587,554.2725,335.7462
2020-05-22,2510.0888,2291.7284,555.2188,338.1638
2020-05-23,2499.0700,2291.7781,552.7815,336.6794
2020-05-24,2499.0700,2291.7781,552.7815,336.6794
2020-05-25,2499.0700,2291.7781,554.9666,336.1134
2020-05-26,2499.0700,2291.7781,561.5131,337.6483
2020-05-27,2514.2187,2291.7980,566.6228,337.2889
2020-05-28,2522.9604,2291.7980,570.2636,336.0721
2020-05-29,2522.9012,2291.8776,567.0078,331.5201
2020-05-30,2522.9012,2291.8776,567.0078,331.5201
2020-05-31,2552.6026,2291.8975,573.6830,335.4230
2020-06-01,2552.6026,2291.8975,576.4946,337.0084
2020-06-02,2552.6026,2291.8975,580.2293,337.2087
2020-06-03,2546.9195,2292.4548,577.0748,336.4357
2020-06-04,2567.4449,2292.4946,578.6183,338.4095
2020-06-05,2575.8569,2292.6040,579.8215,335.6297
2020-06-06,2594.3805,2292.6637,583.9911,338.0432
2020-06-07,2594.3805,2292.6637,583.9911,338.0432
2020-06-08,2594.3805,2292.6637,585.2030,338.8070
2020-06-09,2594.3805,2292.8727,583.4789,337.5506
2020-06-10,2587.5091,2292.8727,581.1493,335.4085
2020-06-11,2586.8886,2292.9324,578.3471,334.2622
2020-06-12,2605.8150,2293.0418,585.7870,337.4359
2020-06-13,2594.4286,2293.1115,583.2274,335.9614
2020-06-14,2594.4286,2293.1115,583.2274,335.9614
2020-06-15,2594.4286,2293.1115,584.9632,337.0832
2020-06-16,2579.5682,2293.1513,582.6636,333.0968
2020-06-17,2579.5682,2293.1513,580.1084,334.9567
2020-06-18,2576.3867,2293.2806,577.0571,334.7348
2020-06-19,2574.3215,2293.3801,578.2913,334.8188
2020-06-20,2574.3215,2293.3801,578.2913,334.8188
2020-06-21,2571.8595,2293.6389,577.7382,334.4986
2020-06-22,2571.8595,2293.6389,578.0369,334.7511
2020-06-23,2573.6774,2293.6389,580.0359,331.5655
2020-06-24,2573.6774,2294.5444,578.6145,332.8519
2020-06-25,2589.7563,2295.2707,579.9736,337.3133
2020-06-26,2589.7563,2295.4996,579.5713,336.9227
2020-06-27,2578.1168,2295.4996,576.9664,335.4084
2020-06-28,2578.1168,2296.0469,576.9664,335.4084
2020-06-29,2578.1168,2296.0469,577.2248,333.3010
2020-06-30,2578.1168,2296.5146,578.5720,335.8628
2020-07-01,2572.0866,2297.5295,576.9209,335.0074
2020-07-02,2574.6796,2297.5892,575.4760,332.7835
2020-07-03,2574.6796,2297.6589,576.1585,334.5608
2020-07-04,2580.0546,2297.6688,577.3613,335.2592
2020-07-05,2580.0546,2297.6688,577.3613,335.2592
2020-07-06,2580.0546,2297.6688,577.3355,331.8697
2020-07-07,2580.0546,2297.6688,577.4130,332.8759
2020-07-08,2602.3194,2297.6489,581.3290,335.8785
2020-07-09,2593.1389,2297.6489,580.7052,333.1157
2020-07-10,2593.1389,2297.5992,579.5630,334.9573
2020-07-11,2606.8583,2297.5395,582.6293,336.7294
2020-07-12,2594.7268,2297.5395,579.9179,335.1624
2020-07-13,2594.7268,2297.5395,579.7236,333.4096
2020-07-14,2602.3463,2297.5395,581.1273,333.1600
2020-07-15,2602.3463,2297.4300,582.3367,331.2222
2020-07-16,2627.9756,2297.4300,584.9305,335.5434
2020-07-17,2622.2435,2297.3802,584.9697,334.4144
2020-07-18,2625.0231,2297.3902,585.5897,334.7689
2020-07-19,2625.0231,2297.4101,585.5897,334.7689
2020-07-20,2625.0231,2297.4101,588.6758,334.3638
2020-07-21,2625.0231,2297.4300,591.7279,334.9568
2020-07-22,2627.3876,2297.4300,593.2505,331.3267
2020-07-23,2653.0395,2297.6987,601.0375,334.8571
2020-07-24,2653.0395,2297.6987,602.3338,333.7325
2020-07-25,2668.8962,2297.9375,605.9338,335.7271
2020-07-26,2668.8962,2297.9972,605.9338,335.7271
2020-07-27,2668.8962,2297.9972,606.3468,331.3259
2020-07-28,2668.8962,2297.9076,605.8238,328.3462
2020-07-29,2695.8608,2297.9076,610.0061,329.7770
2020-07-30,2588.7477,2297.8678,587.2840,315.7857
2020-07-31,2695.5960,2297.8181,612.1624,326.3631
2020-08-01,2700.3981,2297.8181,613.2530,326.9445
2020-08-02,2700.3981,2297.8181,613.2530,326.9445
2020-08-03,2700.3981,2297.8181,610.9360,329.8639
2020-08-04,2694.3888,2297.8181,611.5966,328.6241
2020-08-05,2694.3888,2297.7683,613.2671,323.4133
2020-08-06,2703.5565,2297.7584,613.4269,314.9053
2020-08-07,2725.1437,2297.7584,618.2128,320.5335
2020-08-08,2722.2698,2297.7385,617.5608,320.1955
2020-08-09,2714.3207,2297.7385,615.7575,319.2605
2020-08-10,2714.3207,2297.7385,616.5968,315.4170
2020-08-11,2703.2799,2297.7385,614.1306,316.5063
2020-08-12,2703.2799,2297.7086,613.9214,314.0646
2020-08-13,2703.6809,2297.7086,614.9201,311.5055
2020-08-14,2703.6809,2297.6688,614.6965,310.2366
2020-08-15,2720.9017,2297.6987,618.6117,312.2126
2020-08-16,2714.3869,2297.6987,617.1305,311.4651
2020-08-17,2714.3869,2297.6987,617.3832,309.6636
2020-08-18,2724.2563,2297.6987,620.9839,309.4902
